78387,"121.347000,31.392000#121.351000,31.390000#121.353000,31.394000#121.356000,31.389000#121.357000,31.389000"
891333,"121.489000,31.270000#121.493000,31.269000#121.497000,31.270000#121.500000,31.273000#121.504000,31.273000#121.507000,31.277000#121.508000,31.279000"
1106623,"121.381000,31.251000#121.385000,31.250000#121.389000,31.251000#121.393000,31.248000#121.397000,31.248000#121.407000,31.249000"
1389484,"121.471000,31.325000#121.474000,31.322000#121.478000,31.320000#121.482000,31.320000#121.484000,31.320000"
188537,"121.407000,31.291000#121.411000,31.288000#121.418000,31.287000#121.418000,31.288000"
537030,"121.468000,31.233000#121.472000,31.234000#121.476000,31.233000#121.480000,31.230000#121.484000,31.226000#121.488000,31.224000"
517706,"121.445000,31.176000#121.447000,31.171000#121.447000,31.173000"
270836,"121.367000,31.238000#121.368000,31.252000#121.369000,31.242000#121.369000,31.252000#121.370000,31.245000#121.370000,31.252000#121.371000,31.248000#121.371000,31.251000"
441362,"121.529000,31.324000#121.532000,31.323000"
76435,"121.447000,31.317000#121.451000,31.315000#121.455000,31.316000#121.459000,31.317000#121.468000,31.320000"
903987,"121.510000,31.304000#121.513000,31.307000#121.514000,31.307000"
1749105,"121.384000,31.166000#121.388000,31.167000#121.392000,31.168000#121.396000,31.170000#121.400000,31.171000#121.422000,31.175000#121.424000,31.179000#121.427000,31.183000#121.439000,31.193000"
760441,"121.419000,31.292000#121.423000,31.294000#121.427000,31.295000#121.431000,31.296000#121.435000,31.297000#121.442000,31.297000"
163153,"121.551000,31.278000#121.552000,31.278000"
1718308,"121.521000,31.316000#121.521000,31.320000#121.522000,31.315000#121.522000,31.321000#121.523000,31.309000#121.523000,31.321000#121.524000,31.309000#121.524000,31.314000#121.526000,31.309000#121.528000,31.309000"
113197,"121.412000,31.359000#121.416000,31.360000#121.420000,31.362000#121.423000,31.358000#121.427000,31.359000#121.431000,31.361000#121.432000,31.356000#121.432000,31.361000#121.433000,31.356000#121.433000,31.361000"
1660785,"121.585000,31.246000#121.589000,31.243000#121.590000,31.243000"
1796188,"121.473000,31.273000#121.477000,31.275000#121.480000,31.278000#121.483000,31.278000"
1725437,"121.437000,31.262000#121.441000,31.263000#121.442000,31.264000"
974312,"121.427000,31.303000#121.429000,31.298000#121.429000,31.303000#121.430000,31.296000#121.434000,31.297000#121.437000,31.294000#121.437000,31.297000"
1016344,"121.450000,31.196000#121.453000,31.192000#121.455000,31.188000#121.459000,31.187000#121.463000,31.184000#121.466000,31.185000"
4156,"121.383000,31.187000#121.384000,31.188000"
1013785,"121.368000,31.272000#121.372000,31.271000#121.376000,31.271000#121.380000,31.270000#121.384000,31.269000#121.388000,31.269000#121.389000,31.269000"
420053,"121.426000,31.182000#121.430000,31.181000#121.432000,31.181000"
737601,"121.513000,31.302000#121.525000,31.309000#121.540000,31.311000"
1663013,"121.378000,31.249000#121.382000,31.246000#121.383000,31.248000"
399789,"121.361000,31.244000#121.364000,31.247000#121.366000,31.241000#121.367000,31.237000#121.367000,31.241000#121.368000,31.241000"
1399630,"121.499000,31.336000#121.503000,31.334000#121.506000,31.329000#121.507000,31.331000"
773687,"121.464000,31.192000#121.468000,31.193000#121.470000,31.191000"
466460,"121.502000,31.308000#121.506000,31.308000#121.510000,31.308000#121.519000,31.313000#121.520000,31.309000#121.520000,31.315000#121.521000,31.309000#121.521000,31.316000#121.522000,31.309000#121.522000,31.317000#121.523000,31.309000#121.523000,31.318000#121.524000,31.311000#121.528000,31.318000#121.533000,31.318000"
770455,"121.489000,31.153000#121.492000,31.150000#121.497000,31.148000#121.501000,31.148000#121.505000,31.149000#121.506000,31.148000"
498783,"121.403000,31.163000#121.416000,31.166000#121.416000,31.174000#121.417000,31.166000#121.417000,31.174000#121.418000,31.166000#121.421000,31.176000"
696318,"121.308000,31.244000#121.312000,31.245000#121.316000,31.241000#121.318000,31.241000"
1636726,"121.470000,31.224000#121.473000,31.221000#121.473000,31.227000#121.474000,31.217000#121.474000,31.223000#121.475000,31.214000#121.478000,31.228000#121.479000,31.215000#121.480000,31.229000#121.481000,31.216000#121.481000,31.233000#121.482000,31.216000#121.482000,31.235000#121.483000,31.217000#121.483000,31.236000#121.484000,31.218000#121.484000,31.236000#121.485000,31.222000#121.485000,31.229000#121.486000,31.223000#121.486000,31.229000#121.487000,31.224000#121.487000,31.230000#121.488000,31.224000#121.488000,31.225000"
6291,"121.410000,31.273000#121.414000,31.272000#121.417000,31.272000"
332076,"121.488000,31.296000#121.500000,31.302000"
1802934,"121.499000,31.308000#121.503000,31.306000#121.504000,31.306000"
785926,"121.458000,31.297000#121.462000,31.299000#121.466000,31.300000#121.470000,31.301000#121.470000,31.306000#121.471000,31.301000#121.471000,31.306000"
424808,"121.401000,31.139000#121.405000,31.141000#121.409000,31.143000#121.412000,31.140000#121.413000,31.142000"
529327,"121.435000,31.168000#121.437000,31.160000#121.437000,31.169000#121.438000,31.161000#121.438000,31.169000#121.439000,31.162000#121.439000,31.163000"
638449,"121.441000,31.304000#121.445000,31.305000#121.449000,31.305000#121.453000,31.305000#121.469000,31.306000#121.470000,31.271000#121.470000,31.306000#121.471000,31.270000#121.471000,31.306000#121.472000,31.269000#121.472000,31.306000#121.473000,31.268000#121.473000,31.307000#121.474000,31.268000#121.474000,31.307000#121.475000,31.267000#121.475000,31.307000#121.476000,31.267000#121.476000,31.307000#121.477000,31.266000#121.477000,31.292000"
1630164,"121.436000,31.328000#121.440000,31.327000#121.444000,31.323000#121.446000,31.321000"
994397,"121.425000,31.270000#121.429000,31.269000#121.430000,31.265000#121.432000,31.266000"
38637,"121.429000,31.204000#121.429000,31.209000#121.430000,31.203000#121.434000,31.201000#121.434000,31.202000"
63918,"121.352000,31.171000#121.353000,31.171000"
687323,"121.270000,31.166000#121.274000,31.168000#121.275000,31.169000"
1623489,"121.476000,31.292000#121.480000,31.289000#121.483000,31.290000"
256130,"121.444000,31.314000#121.445000,31.322000#121.446000,31.314000#121.446000,31.322000#121.447000,31.314000#121.447000,31.318000#121.448000,31.315000"
1224745,"121.590000,31.279000#121.593000,31.282000#121.597000,31.284000"
573805,"121.511000,31.261000#121.515000,31.262000#121.518000,31.265000#121.520000,31.269000"
982500,"121.315000,31.135000#121.318000,31.131000#121.318000,31.137000#121.319000,31.129000#121.319000,31.137000#121.320000,31.129000#121.324000,31.141000#121.327000,31.144000#121.328000,31.144000"
1006857,"121.380000,31.307000#121.384000,31.314000#121.386000,31.315000"
1637429,"121.507000,31.316000#121.509000,31.311000#121.509000,31.316000#121.510000,31.311000#121.510000,31.315000#121.511000,31.311000#121.511000,31.315000#121.512000,31.311000#121.515000,31.308000#121.515000,31.311000"
143407,"121.441000,31.331000#121.445000,31.332000#121.449000,31.334000#121.453000,31.335000"
215492,"121.526000,31.328000#121.528000,31.331000"
552334,"121.445000,31.152000#121.446000,31.133000#121.446000,31.152000#121.447000,31.133000#121.447000,31.152000#121.448000,31.134000#121.448000,31.153000#121.449000,31.142000#121.449000,31.153000#121.450000,31.142000#121.450000,31.152000"
203511,"121.368000,31.190000#121.372000,31.187000#121.374000,31.186000"
349812,"121.528000,31.279000#121.532000,31.280000#121.536000,31.282000#121.540000,31.284000#121.543000,31.287000#121.547000,31.288000"
1802844,"121.531000,31.315000#121.534000,31.318000#121.540000,31.317000#121.541000,31.318000"
324947,"121.501000,31.313000#121.502000,31.308000#121.502000,31.313000#121.503000,31.306000#121.503000,31.311000#121.504000,31.304000#121.504000,31.315000#121.505000,31.303000#121.505000,31.315000#121.506000,31.301000#121.506000,31.316000#121.507000,31.300000#121.508000,31.316000#121.511000,31.319000#121.514000,31.322000#121.518000,31.328000#121.522000,31.328000#121.522000,31.329000"
1398230,"121.518000,31.274000#121.519000,31.270000#121.519000,31.275000#121.520000,31.267000#121.520000,31.275000#121.521000,31.266000#121.521000,31.275000#121.522000,31.266000#121.522000,31.276000#121.523000,31.260000#121.523000,31.279000#121.524000,31.255000#121.524000,31.277000#121.525000,31.252000#121.525000,31.258000#121.526000,31.252000#121.526000,31.256000"
1563430,"121.606000,31.111000#121.610000,31.110000"
128188,"121.441000,31.214000#121.445000,31.215000#121.449000,31.216000#121.453000,31.216000#121.457000,31.214000#121.460000,31.215000"
748550,"121.482000,31.235000#121.484000,31.239000#121.485000,31.233000#121.485000,31.239000#121.486000,31.234000#121.487000,31.238000#121.490000,31.235000"
536965,"121.440000,31.195000#121.444000,31.196000#121.446000,31.191000#121.450000,31.188000#121.453000,31.190000"
1343437,"121.360000,31.237000#121.360000,31.242000#121.361000,31.235000#121.361000,31.244000#121.362000,31.233000#121.362000,31.246000#121.363000,31.232000#121.363000,31.247000#121.364000,31.231000#121.364000,31.249000#121.365000,31.227000#121.365000,31.250000#121.366000,31.227000#121.366000,31.251000#121.367000,31.227000#121.368000,31.229000"
1012072,"121.480000,31.334000#121.482000,31.340000#121.483000,31.336000#121.483000,31.341000#121.484000,31.337000#121.485000,31.346000#121.486000,31.342000#121.486000,31.347000#121.487000,31.342000#121.488000,31.342000"
1132212,"121.512000,31.206000#121.516000,31.203000#121.518000,31.203000"
588408,"121.473000,31.211000#121.477000,31.212000#121.481000,31.213000#121.483000,31.214000"
1623601,"121.381000,31.243000#121.383000,31.247000#121.384000,31.241000#121.388000,31.240000#121.395000,31.232000#121.395000,31.239000#121.396000,31.220000#121.396000,31.239000#121.397000,31.218000#121.401000,31.214000#121.404000,31.214000"
1231225,"121.599000,31.280000#121.600000,31.284000#121.601000,31.280000#121.602000,31.284000#121.606000,31.279000#121.609000,31.279000"
1648085,"121.479000,31.269000#121.479000,31.311000#121.480000,31.269000#121.480000,31.307000#121.481000,31.276000#121.481000,31.307000#121.482000,31.278000#121.483000,31.282000"
1787229,"121.460000,31.231000#121.464000,31.232000#121.468000,31.233000#121.472000,31.234000#121.475000,31.237000#121.479000,31.239000#121.482000,31.243000#121.485000,31.244000"
758465,"121.481000,31.335000#121.485000,31.337000#121.488000,31.338000"
461206,"121.422000,31.348000#121.426000,31.348000#121.429000,31.349000"
1529422,"121.490000,31.264000#121.493000,31.267000#121.495000,31.269000"
306858,"121.374000,31.322000#121.378000,31.322000#121.380000,31.323000"
811041,"121.430000,31.275000#121.435000,31.274000#121.438000,31.271000#121.442000,31.269000#121.443000,31.281000#121.444000,31.270000#121.444000,31.278000#121.445000,31.271000#121.445000,31.279000#121.446000,31.271000#121.446000,31.279000#121.447000,31.272000#121.447000,31.279000#121.448000,31.273000#121.448000,31.279000#121.449000,31.273000#121.449000,31.279000#121.450000,31.274000#121.450000,31.279000#121.451000,31.274000#121.451000,31.279000#121.452000,31.275000#121.452000,31.279000"
80889,"121.351000,31.223000#121.359000,31.223000"
108772,"121.427000,31.158000#121.429000,31.173000#121.430000,31.159000#121.430000,31.174000#121.431000,31.160000#121.433000,31.174000"
