541767,"121.469000,31.204000#121.473000,31.206000#121.476000,31.207000"
1273528,"121.525000,31.187000#121.529000,31.196000#121.530000,31.187000#121.530000,31.195000#121.531000,31.187000#121.531000,31.193000#121.532000,31.187000#121.533000,31.189000"
1233091,"121.361000,31.214000#121.364000,31.217000#121.366000,31.219000"
380625,"121.477000,31.206000#121.481000,31.203000#121.483000,31.202000"
408144,"121.531000,31.214000#121.541000,31.212000#121.543000,31.215000"
1266384,"121.458000,31.279000#121.462000,31.279000#121.465000,31.279000"
413390,"121.484000,31.256000#121.487000,31.253000#121.490000,31.277000#121.491000,31.265000#121.491000,31.273000#121.492000,31.266000#121.492000,31.271000#121.493000,31.267000#121.493000,31.269000"
819758,"121.455000,31.219000#121.459000,31.220000#121.463000,31.219000#121.464000,31.221000"
931740,"121.427000,31.230000#121.430000,31.233000#121.432000,31.237000#121.436000,31.239000#121.439000,31.239000"
699531,"121.420000,31.197000#121.423000,31.194000#121.427000,31.193000#121.431000,31.192000#121.435000,31.192000#121.439000,31.193000#121.443000,31.196000"
1062902,"121.429000,31.221000#121.432000,31.224000#121.436000,31.226000#121.439000,31.229000#121.440000,31.229000"
203972,"121.367000,31.237000#121.370000,31.232000#121.371000,31.235000"
1701270,"121.499000,31.269000#121.503000,31.268000#121.507000,31.268000#121.511000,31.269000"
1173878,"121.338000,31.249000#121.340000,31.244000#121.344000,31.242000#121.348000,31.243000#121.352000,31.243000#121.356000,31.242000#121.360000,31.241000#121.364000,31.239000"
897825,"121.479000,31.311000#121.480000,31.306000#121.480000,31.311000#121.481000,31.303000#121.481000,31.311000#121.482000,31.307000#121.482000,31.311000#121.483000,31.307000#121.483000,31.311000#121.484000,31.307000#121.484000,31.311000#121.485000,31.307000#121.485000,31.311000"
1576368,"121.427000,31.224000#121.427000,31.231000#121.428000,31.223000#121.428000,31.232000#121.429000,31.222000#121.429000,31.233000#121.430000,31.220000#121.430000,31.233000#121.433000,31.230000#121.445000,31.231000#121.446000,31.227000#121.449000,31.224000"
998498,"121.358000,31.212000#121.358000,31.216000#121.359000,31.209000#121.359000,31.216000#121.360000,31.209000#121.363000,31.216000#121.367000,31.215000#121.371000,31.214000#121.371000,31.215000"
44566,"121.509000,31.310000#121.510000,31.293000#121.510000,31.312000#121.511000,31.294000#121.511000,31.313000#121.512000,31.294000#121.512000,31.314000#121.513000,31.294000#121.513000,31.316000#121.514000,31.296000#121.514000,31.317000#121.515000,31.298000#121.515000,31.318000#121.516000,31.299000#121.520000,31.321000#121.524000,31.322000#121.527000,31.324000"
338989,"121.311000,31.239000#121.315000,31.240000#121.319000,31.240000#121.320000,31.240000"
1371846,"121.381000,31.243000#121.382000,31.232000#121.382000,31.243000#121.383000,31.232000#121.383000,31.242000#121.384000,31.231000#121.384000,31.241000#121.385000,31.231000#121.385000,31.241000#121.386000,31.231000#121.386000,31.236000#121.387000,31.231000#121.387000,31.236000#121.388000,31.231000#121.388000,31.236000#121.389000,31.231000#121.389000,31.236000#121.390000,31.231000#121.390000,31.236000#121.391000,31.231000#121.391000,31.236000#121.392000,31.230000#121.392000,31.236000"
402972,"121.506000,31.321000#121.510000,31.317000#121.511000,31.320000"
401996,"121.500000,31.280000#121.501000,31.274000#121.501000,31.280000#121.502000,31.275000#121.502000,31.279000#121.504000,31.278000"
249011,"121.464000,31.199000#121.468000,31.201000#121.472000,31.202000#121.476000,31.203000#121.480000,31.205000#121.483000,31.208000#121.483000,31.209000"
555136,"121.377000,31.256000#121.379000,31.261000#121.383000,31.260000#121.387000,31.259000#121.388000,31.262000"
22096,"121.416000,31.293000#121.420000,31.294000#121.424000,31.294000#121.428000,31.296000#121.432000,31.297000#121.436000,31.297000#121.441000,31.297000"
1039577,"121.457000,31.247000#121.461000,31.245000#121.465000,31.244000#121.475000,31.245000"
1504315,"121.480000,31.311000#121.482000,31.311000"
1146919,"121.412000,31.199000#121.416000,31.200000#121.420000,31.201000#121.424000,31.200000#121.428000,31.199000#121.432000,31.198000#121.436000,31.197000#121.440000,31.198000#121.444000,31.196000#121.445000,31.190000#121.445000,31.195000#121.446000,31.191000#121.446000,31.193000"
1080844,"121.367000,31.237000#121.370000,31.240000#121.374000,31.238000#121.378000,31.238000#121.380000,31.244000#121.381000,31.243000"
1056621,"121.432000,31.181000#121.436000,31.181000#121.436000,31.182000"
183349,"121.490000,31.277000#121.494000,31.285000#121.498000,31.285000#121.498000,31.292000#121.499000,31.286000#121.499000,31.287000"
856060,"121.351000,31.286000#121.354000,31.280000#121.358000,31.280000#121.362000,31.279000#121.365000,31.275000#121.365000,31.279000#121.366000,31.274000#121.370000,31.272000#121.374000,31.271000#121.378000,31.271000#121.382000,31.270000#121.386000,31.269000#121.390000,31.268000#121.394000,31.264000#121.401000,31.263000#121.402000,31.263000"
71825,"121.482000,31.301000#121.486000,31.300000#121.486000,31.301000"
990456,"121.411000,31.287000#121.414000,31.271000#121.414000,31.287000#121.415000,31.277000#121.415000,31.287000#121.416000,31.280000#121.416000,31.287000"
1469096,"121.479000,31.269000#121.483000,31.264000#121.483000,31.268000#121.485000,31.261000#121.489000,31.255000#121.489000,31.260000#121.490000,31.255000#121.490000,31.259000"
442672,"121.542000,31.269000#121.545000,31.272000#121.548000,31.275000#121.550000,31.276000"
31091,"121.352000,31.171000#121.354000,31.167000#121.355000,31.167000"
1419609,"121.515000,31.290000#121.516000,31.290000"
1218938,"121.513000,31.303000#121.515000,31.302000"
536118,"121.288000,31.277000#121.292000,31.274000#121.294000,31.269000#121.294000,31.274000#121.295000,31.268000#121.299000,31.269000#121.302000,31.270000"
122094,"121.354000,31.346000#121.358000,31.347000#121.361000,31.349000"
152335,"121.531000,31.280000#121.534000,31.276000#121.537000,31.272000#121.538000,31.272000"
741983,"121.485000,31.306000#121.489000,31.307000"
1177039,"121.509000,31.289000#121.512000,31.291000"
138825,"121.495000,31.143000#121.516000,31.146000"
395978,"121.370000,31.112000#121.374000,31.111000#121.378000,31.109000#121.382000,31.109000#121.384000,31.111000"
783096,"121.495000,31.213000#121.499000,31.211000#121.501000,31.211000"
1313541,"121.459000,31.211000#121.459000,31.215000#121.463000,31.217000#121.467000,31.218000#121.471000,31.219000#121.474000,31.222000#121.475000,31.222000"
1223059,"121.407000,31.256000#121.407000,31.262000#121.410000,31.259000#121.416000,31.260000"
1655877,"121.374000,31.247000#121.376000,31.216000#121.376000,31.246000#121.377000,31.216000#121.378000,31.245000#121.380000,31.244000"
836886,"121.489000,31.320000#121.494000,31.325000#121.495000,31.320000#121.501000,31.329000#121.505000,31.328000#121.506000,31.329000"
786634,"121.482000,31.257000#121.483000,31.253000#121.483000,31.259000#121.484000,31.248000#121.484000,31.259000#121.485000,31.245000#121.488000,31.260000#121.489000,31.221000#121.489000,31.264000#121.490000,31.219000#121.490000,31.264000#121.491000,31.218000#121.492000,31.214000#121.493000,31.214000"
1389706,"121.320000,31.289000#121.324000,31.287000#121.327000,31.288000"
252044,"121.429000,31.192000#121.433000,31.192000#121.436000,31.193000"
823025,"121.393000,31.195000#121.394000,31.195000"
1143248,"121.429000,31.198000#121.432000,31.201000#121.436000,31.202000#121.439000,31.205000#121.443000,31.207000#121.447000,31.209000#121.450000,31.212000#121.454000,31.214000#121.458000,31.216000#121.462000,31.218000#121.466000,31.219000#121.469000,31.224000#121.473000,31.225000#121.477000,31.227000#121.481000,31.226000#121.482000,31.226000"
1403381,"121.491000,31.276000#121.495000,31.276000#121.503000,31.290000#121.506000,31.321000#121.507000,31.293000#121.507000,31.314000#121.508000,31.293000#121.508000,31.312000#121.509000,31.294000#121.509000,31.311000#121.510000,31.295000#121.510000,31.309000#121.511000,31.298000#121.511000,31.308000#121.512000,31.299000#121.512000,31.306000#121.513000,31.299000#121.513000,31.304000"
668467,"121.440000,31.213000#121.443000,31.214000"
953542,"121.420000,31.259000#121.424000,31.259000#121.428000,31.260000#121.430000,31.255000#121.430000,31.262000#121.431000,31.253000#121.431000,31.262000"
747491,"121.525000,31.286000#121.528000,31.280000#121.529000,31.280000"
607291,"121.429000,31.298000#121.429000,31.303000#121.430000,31.297000#121.430000,31.303000#121.431000,31.297000#121.431000,31.303000#121.432000,31.297000#121.432000,31.303000#121.433000,31.297000#121.433000,31.303000#121.434000,31.297000#121.434000,31.303000#121.435000,31.297000#121.435000,31.304000#121.436000,31.297000#121.436000,31.304000#121.437000,31.297000#121.437000,31.304000#121.438000,31.297000#121.438000,31.304000#121.440000,31.287000#121.440000,31.297000#121.441000,31.287000#121.441000,31.292000#121.442000,31.287000#121.442000,31.288000"
589231,"121.477000,31.257000#121.479000,31.263000"
390091,"121.500000,31.335000#121.504000,31.336000#121.505000,31.331000#121.505000,31.336000#121.506000,31.329000#121.506000,31.331000"
1065063,"121.432000,31.168000#121.434000,31.163000#121.434000,31.168000#121.435000,31.163000"
309579,"121.390000,31.268000#121.394000,31.270000#121.398000,31.277000"
136921,"121.389000,31.069000#121.393000,31.070000#121.396000,31.075000#121.400000,31.077000#121.402000,31.081000#121.403000,31.079000"
17159,"121.443000,31.156000#121.445000,31.152000#121.449000,31.153000#121.453000,31.153000#121.455000,31.153000"
1529188,"121.510000,31.289000#121.514000,31.288000#121.518000,31.287000"
1115686,"121.451000,31.274000#121.453000,31.270000#121.453000,31.274000#121.455000,31.271000"
687418,"121.550000,31.225000#121.554000,31.223000#121.555000,31.224000"
1470373,"121.422000,31.204000#121.426000,31.203000#121.430000,31.202000#121.434000,31.201000"
189199,"121.430000,31.275000#121.433000,31.278000#121.436000,31.281000#121.439000,31.283000"
1560838,"121.410000,31.196000#121.413000,31.196000"
265769,"121.419000,31.275000#121.423000,31.271000#121.427000,31.270000#121.430000,31.266000#121.430000,31.268000"
470377,"121.479000,31.229000#121.479000,31.233000#121.480000,31.227000#121.480000,31.231000#121.481000,31.226000#121.483000,31.221000#121.483000,31.223000"
325859,"121.434000,31.239000#121.438000,31.236000#121.442000,31.233000#121.445000,31.230000#121.449000,31.230000"
744001,"121.362000,31.134000#121.365000,31.138000#121.367000,31.139000"
1100249,"121.395000,31.155000#121.397000,31.149000#121.399000,31.143000#121.400000,31.135000#121.400000,31.143000#121.401000,31.135000#121.401000,31.140000#121.402000,31.135000#121.402000,31.138000"
587046,"121.492000,31.270000#121.498000,31.269000#121.501000,31.266000#121.505000,31.262000#121.507000,31.257000#121.510000,31.253000"
503027,"121.387000,31.108000#121.389000,31.103000#121.390000,31.104000"
1211158,"121.434000,31.215000#121.435000,31.223000#121.436000,31.216000#121.436000,31.223000#121.437000,31.216000#121.440000,31.236000#121.441000,31.226000#121.441000,31.236000#121.442000,31.226000#121.442000,31.236000#121.443000,31.232000#121.447000,31.238000#121.453000,31.238000"
237966,"121.452000,31.230000#121.455000,31.226000#121.456000,31.222000#121.460000,31.220000#121.460000,31.222000"
656877,"121.479000,31.311000#121.483000,31.311000#121.484000,31.307000#121.484000,31.311000#121.485000,31.306000#121.485000,31.311000"
949944,"121.409000,31.179000#121.413000,31.177000#121.416000,31.175000"
1501925,"121.538000,31.303000#121.538000,31.320000#121.539000,31.300000#121.541000,31.299000"
37730,"121.422000,31.272000#121.422000,31.279000#121.423000,31.269000#121.423000,31.278000#121.424000,31.269000#121.425000,31.270000"
1271677,"121.488000,31.257000#121.489000,31.261000#121.494000,31.260000#121.495000,31.260000"
427995,"121.518000,31.275000#121.518000,31.285000#121.519000,31.274000#121.519000,31.285000#121.520000,31.274000#121.520000,31.292000#121.521000,31.273000#121.521000,31.292000#121.522000,31.271000#121.522000,31.292000#121.523000,31.270000#121.523000,31.302000#121.524000,31.269000#121.524000,31.302000#121.525000,31.267000#121.525000,31.295000#121.526000,31.266000#121.527000,31.266000"
1370000,"121.373000,31.313000#121.375000,31.317000#121.379000,31.318000#121.383000,31.319000#121.384000,31.319000"
393864,"121.444000,31.225000#121.445000,31.225000"
558525,"121.485000,31.201000#121.489000,31.203000#121.491000,31.208000#121.492000,31.204000#121.493000,31.208000#121.494000,31.208000"
393557,"121.426000,31.224000#121.428000,31.228000#121.432000,31.229000#121.436000,31.226000#121.440000,31.224000#121.443000,31.217000#121.443000,31.221000#121.445000,31.217000"
397308,"121.429000,31.204000#121.429000,31.210000#121.430000,31.203000#121.434000,31.201000#121.434000,31.202000"
1004409,"121.393000,31.340000#121.397000,31.342000#121.398000,31.346000#121.402000,31.346000#121.406000,31.348000#121.410000,31.349000#121.414000,31.350000#121.418000,31.351000#121.422000,31.352000#121.426000,31.352000#121.427000,31.351000"
556945,"121.431000,31.332000#121.432000,31.336000#121.436000,31.336000#121.437000,31.338000"
780077,"121.470000,31.306000#121.471000,31.314000#121.472000,31.308000#121.474000,31.315000"
400049,"121.541000,31.283000#121.544000,31.285000"
65259,"121.474000,31.211000#121.478000,31.212000#121.482000,31.213000"
10826,"121.481000,31.342000#121.485000,31.341000#121.489000,31.342000#121.493000,31.343000#121.496000,31.346000#121.497000,31.347000"
983789,"121.393000,31.228000#121.396000,31.231000#121.400000,31.232000#121.404000,31.231000#121.406000,31.231000"
461511,"121.371000,31.248000#121.375000,31.247000#121.375000,31.250000"
1549254,"121.535000,31.331000#121.538000,31.323000#121.538000,31.330000"
1657652,"121.430000,31.227000#121.434000,31.225000#121.438000,31.225000#121.442000,31.224000#121.446000,31.223000#121.450000,31.220000#121.454000,31.219000#121.456000,31.214000#121.457000,31.208000#121.457000,31.214000#121.458000,31.205000#121.461000,31.202000"
1351091,"121.461000,31.257000#121.463000,31.250000#121.463000,31.257000#121.464000,31.249000#121.468000,31.249000#121.472000,31.251000#121.476000,31.252000#121.477000,31.252000"
1581793,"121.506000,31.293000#121.510000,31.295000#121.513000,31.296000"
869129,"121.413000,31.297000#121.416000,31.292000#121.419000,31.289000#121.419000,31.290000"
1066359,"121.505000,31.316000#121.508000,31.311000#121.512000,31.311000#121.513000,31.311000"
878445,"121.487000,31.228000#121.491000,31.229000"
1764463,"121.474000,31.325000#121.474000,31.334000#121.475000,31.322000#121.475000,31.330000#121.476000,31.320000#121.480000,31.320000#121.484000,31.319000#121.485000,31.320000"
190246,"121.430000,31.193000#121.434000,31.195000#121.435000,31.201000#121.436000,31.197000#121.436000,31.201000"
524099,"121.525000,31.314000#121.538000,31.318000#121.538000,31.320000"
517066,"121.327000,31.186000#121.328000,31.182000#121.331000,31.184000"
1498824,"121.533000,31.268000#121.534000,31.261000#121.534000,31.268000#121.535000,31.262000#121.537000,31.264000"
572112,"121.422000,31.264000#121.426000,31.264000#121.427000,31.268000"
398349,"121.436000,31.226000#121.440000,31.225000#121.442000,31.225000"
47300,"121.471000,31.292000#121.475000,31.294000#121.478000,31.297000#121.481000,31.300000#121.485000,31.302000"
773714,"121.334000,31.262000#121.337000,31.261000"
278546,"121.458000,31.259000#121.458000,31.265000#121.459000,31.254000#121.459000,31.264000#121.460000,31.260000#121.460000,31.262000"
1367571,"121.484000,31.237000#121.487000,31.232000#121.491000,31.230000#121.492000,31.230000"
1161499,"121.516000,31.280000#121.517000,31.276000#121.517000,31.280000#121.518000,31.275000#121.520000,31.274000"
1251528,"121.553000,31.279000#121.555000,31.286000#121.556000,31.280000#121.556000,31.286000#121.557000,31.280000#121.557000,31.282000"
899107,"121.420000,31.198000#121.422000,31.202000"
756077,"121.454000,31.334000#121.458000,31.335000#121.459000,31.335000"
1055049,"121.444000,31.258000#121.448000,31.257000#121.452000,31.258000#121.456000,31.259000#121.460000,31.260000#121.464000,31.261000#121.468000,31.263000#121.471000,31.266000#121.473000,31.273000#121.474000,31.268000#121.475000,31.271000"
1241341,"121.391000,31.242000#121.396000,31.241000#121.396000,31.247000#121.397000,31.248000"
1747388,"121.514000,31.298000#121.517000,31.296000"
1206517,"121.528000,31.307000#121.532000,31.304000#121.532000,31.306000"
918621,"121.507000,31.302000#121.510000,31.306000#121.514000,31.307000#121.518000,31.307000#121.522000,31.307000#121.526000,31.309000#121.530000,31.308000#121.530000,31.309000"
440791,"121.456000,31.271000#121.460000,31.273000#121.463000,31.270000#121.467000,31.269000#121.467000,31.270000"
82475,"121.374000,31.234000#121.377000,31.237000#121.378000,31.233000#121.380000,31.240000"
585681,"121.521000,31.261000#121.525000,31.263000#121.528000,31.260000#121.530000,31.261000"
493302,"121.435000,31.197000#121.438000,31.194000#121.440000,31.194000"
1203402,"121.525000,31.264000#121.528000,31.260000#121.528000,31.266000#121.529000,31.258000#121.529000,31.267000#121.530000,31.257000#121.530000,31.267000#121.531000,31.256000#121.531000,31.268000#121.532000,31.252000#121.532000,31.268000#121.533000,31.251000#121.533000,31.269000#121.534000,31.249000#121.534000,31.269000#121.535000,31.248000#121.535000,31.270000#121.536000,31.247000#121.536000,31.270000#121.537000,31.247000#121.537000,31.271000#121.538000,31.245000#121.538000,31.271000#121.539000,31.245000#121.543000,31.273000#121.544000,31.284000#121.545000,31.275000#121.545000,31.285000#121.546000,31.276000#121.546000,31.280000#121.547000,31.276000#121.548000,31.278000"
