524064 1301322 9
398548 13030 2
1000954 1312000 2
137422 11230 1
962596 13102 2
1304919 13100 6
981665 112110 2
1240222 1123 11
1529316 13120 5
1297253 112112 5
755714 1301300 11
1538207 1310 2
172299 13013 5
595778 13013 2
545467 1103231 2
1087721 130 5
1767456 1312 2
880750 13031 6
236931 1121231 5
1711281 130 10
103778 1301310 1
638958 1130 2
282071 130133 6
1342731 13 1
756302 13031 6
1731975 1121 2
729383 131200 5
1129426 131020 2
1281089 131 1
746821 1301 5
1249901 13010 5
1601986 11213 5
1710069 11231 5
1394096 1 5
574952 1123 7
1775417 1123 5
1552865 13102130 5
318019 130313 5
977965 13011 2
432580 13120210 5
785578 130313 1
610211 1301 1
383626 1123302 5
847924 1310 2
396 112332 7
845013 131021 5
697638 1132 2
628090 130133 8
98902 13100 2
1347487 1 5
366574 1301 5
1428446 1303130 1
1222797 1123312 2
910336 11233 5
310024 1123330 11
1267257 1310 2
1751937 1 5
414732 13010 5
21474 13031 1
512479 11211 5
1420342 1 5
102236 131020 10
273624 13010 2
1622076 13033 9
988685 1 5
43925 11233 2
181138 112333 2
1377563 1 5
315767 13 1
659335 130101 2
1002859 11231 6
1042123 112103 5
1735203 112122 5
887302 13 2
314649 1310 2
1580540 1310 2
29259 131203 2
1099976 13102221 8
1644150 112 5
1367039 130 5
969912 13 1
889571 1132 2
103761 1123123 11
1272618 112122 5
1076922 1310 2
1253782 1312 2
1574547 1301 1
1587467 13 1
1612193 131 2
574102 131002 11
982130 13120 5
327487 1123311 9
1485115 1301 6
68548 1301 5
1680172 1301 6
1330729 130 5
907003 130110 5
77756 130130 10
977144 131220 5
1699110 1 5
1670805 1123 6
532042 13120 2
1740892 11 6
547307 11213 3
807153 11210332 5
1546763 112 5
203419 130131 6
1057109 112231 1
155794 1121 1
1185935 1122 5
168039 1310 2
187197 130332 5
970090 112332 5
1613499 130311 2
311624 112330 10
1558321 1310020 2
756577 11210 5
478147 130 5
1235840 1 5
50011 1310 2
1608385 1 5
647958 131203 2
304835 1132 2
496839 11322213 6
605494 1312 2
1287576 113200 10
6830 13120 6
1221868 131203 11
1632243 1301 5
1241467 112332 6
1202346 130 5
373750 130303 5
173203 130312 2
996634 1123 5
210655 131002 5
1268203 13 1
1602364 13 1
1714991 13011233 9
869925 131203 8
1381271 1301 2
719042 1312012 5
1360490 1 5
696961 130 5
1228735 1123 6
1365303 130132 6
84031 112 5
1161178 1123313 5
978636 112132 4
699951 112331 1
457273 112331 5
639032 130103 2
1333295 11 6
1596377 130113 5
1700075 13011 2
780695 131 2
510278 13013 9
953586 11233 5
488244 113 2
483555 131200 6
1000410 1123 5
753924 1321010 1
1461337 11233 5
568392 11322 2
381134 130 7
237486 1303131 6
783526 13120012 5
616354 1301 6
1146655 131000 2
631410 11231 5
408842 1301 5
699362 131002 2
1674124 1123 5
1013595 13 1
1200295 13 1
364861 13031 5
1588634 1301300 7
1768561 13120 5
550663 130 5
372542 1301 1
90290 1 5
641500 1301 8
571523 11233 2
348182 131020 2
1007482 130 10
580992 113202 2
253716 131 2
1192595 1121 5
388396 11233 5
488286 11211 2
383538 11233 2
1114440 1123112 2
555 1 5
1389394 11211 2
343946 13 1
361030 11231 9
720092 11322 2
1512716 13102 7
1001531 13120 2
451672 1132 2
1740532 1310211 2
876406 130102 5
1601220 1310 2
827196 131002 8
413663 13102 2
773093 13102 5
1184062 112132 2
1704461 1 5
163485 11231 5
1690711 112110 5
1444787 13120 9
1702576 1303 5
1162257 13120 2
368251 13102 5
1246776 130 1
1023529 1310 2
1142177 11232 5
1784971 1123 5
1515286 13032 6
234298 1121 5
730060 1310 2
1338559 1123 5
664791 13 1
890968 13 1
1451080 131022 1
780436 11231 9
121426 1301 2
1281268 13 1
915245 11233 5
1654547 11232 5
229510 11322220 9
568939 1123 5
195618 1132300 6
157443 1 5
6402 13010233 11
283967 11231 6
134103 130132 1
459447 130 7
898275 13 1
1273198 11231 8
639987 1132 6
1796908 1133022 11
1633110 13102 2
861514 13031 10
695760 1121 5
706607 13013 2
1186883 1301121 5
46066 1123232 6
379790 1310 2
205393 1301 5
1763456 1301100 9
734864 1301321 2
1466393 11231 1
280212 11231 5
184014 1132 2
1080651 13011231 8
1197346 11233 7
1791178 1301 5
1318439 130303 1
1480586 13 1
249521 112 1
166540 1123123 1
1619147 130130 2
33843 1301333 5
775805 11232 5
155791 112311 2
132940 13120 5
1653016 13102 5
1329027 130 5
770855 1 5
1696846 1123 5
1411845 131200 2
129372 1301321 2
541204 11233 5
1243871 13013 10
323564 1123 5
574512 13120 8
1448871 130313 2
1474985 112120 5
595986 13102 2
941097 1 5
1001065 11 6
349752 1301212 7
1107437 1 5
683765 131200 7
1664980 1 5
1669439 112132 5
914681 131201 2
1515462 13120 8
541907 1310 2
533917 131 2
261976 1121 5
1468284 13102 5
65731 13012 2
1205550 1 5
1408374 1301 5
549254 11231 9
326073 1312021 9
594267 1 5
1475231 131000 2
67123 1121 5
754766 131 2
1442764 11211 2
100919 1132 2
1075910 13011 5
975272 112100 2
574729 131203 2
447760 130132 1
193470 1301 5
1639238 1301013 8
60174 130313 2
177142 1312030 5
1001833 1310201 10
1018729 131200 1
777471 131 2
191000 1301 2
413755 1310201 2
407086 13011 5
1268984 13 1
1602446 112331 5
1150951 1121 5
701212 1123131 2
1641703 13120 8
1762366 1301 5
1452056 1312 2
1126292 1301301 2
1446294 130323 9
1447401 13 1
619296 13102 2
290583 1310022 2
1498395 130 6
130448 130103 2
42523 130 1
912667 13120 2
689640 1303 1
1029065 131200 5
1455370 13102 2
123439 130113 5
700984 131020 2
394912 13033 5
234276 110323 2
202670 1303000 2
900200 131200 7
1113146 1310 2
1695708 1300133 6
477226 131022 11
747141 130113 10
929711 13 1
1190833 1310 2
1312690 131200 5
1613922 11233 5
1590898 13102 9
624177 11320 2
462355 112312 1
723633 13102 6
475162 1123 5
453488 1301 5
764852 131201 5
477921 13102 6
1150921 131010 2
1041819 132 5
127782 1312201 2
905284 131002 5
711570 112 5
1129388 112323 5
1707297 112113 2
1803942 1301 5
347387 1 5
692373 1123 5
832229 13100 2
706884 1301332 10
122505 112323 6
837437 1310 2
154005 112112 5
380209 131200 1
670719 1303232 7
1149094 13211 5
485820 1310213 5
386388 1310 2
1644183 1312030 10
595824 13033 5
1108574 13102 2
842427 112312 5
787919 13012 2
1628541 1 5
239855 112213 8
1634439 1121303 2
834709 13122 2
18908 1312 2
808976 112132 2
1151695 13120 5
466746 11213 6
1727406 13 1
1461024 1121 2
862034 11231 5
1726954 1301212 7
76754 131203 1
6828 1312 2
1421782 1123333 2
1673506 11233 6
4679 13010 2
1582209 11322 2
65813 131200 6
316011 1310 2
98910 1301133 2
589736 13 1
224344 112 5
916879 1121 2
386937 1123 2
1295636 130331 2
1300424 1310303 6
1548976 130112 6
1784664 112 5
1274194 13012 5
1573268 130111 2
1597782 1301 5
1175616 130102 5
358741 11213 6
1314582 11232 5
1513728 11203 7
110878 112133 1
544364 1301 1
1211446 1312 2
1071592 11233312 5
1029491 131020 5
677313 13 6
737547 130313 1
314290 131220 9
266965 13120 1
1377740 11231132 2
460567 1132 2
819598 1123 5
99762 11210 2
1365588 1312 2
1630232 13 2
395294 131002 5
1464546 112 5
1516151 1121330 5
1201843 13102 5
959701 1301311 2
645372 131020 5
349850 13 2
248683 130121 5
979211 1123 5
742531 113223 6
685773 13103 2
1643537 13 1
1611667 131023 2
1374715 11230 5
1301770 1301 2
1188705 11213 1
993536 113 2
792894 131020 5
1242500 1301 5
261696 13120 5
1234092 131 2
898605 11322202 8
763842 11231 5
1697779 1301 10
1274083 13101 2
606386 1123 5
522216 1 5
1087285 131 2
15868 1312032 2
866939 1310 2
539574 131220 5
1804089 11 6
1614861 1301 5
1047397 13033 2
886270 13102 10
703526 1310230 6
969489 13102 7
145192 1 5
861299 11 6
634038 13012 7
399089 130313 2
717512 130133 11
1289264 1303 5
150213 131203 2
657876 1312001 11
311286 1312201 1
1757692 130132 2
101652 13 1
1273250 1 5
336966 112123 5
1218982 1121322 5
1760966 13120 2
1310467 130 5
609558 13013 5
726133 13122 1
374464 112313 5
1646077 130100 2
1053466 11230 5
549081 11231 9
1325019 13010 5
1131170 13 2
153948 1310 2
1651382 1 5
817906 1310 2
1223544 130303132 7
1751541 130101 2
1470552 112 5
449570 1 5
1698068 13 1
736891 112120 5
1722314 130 1
564826 11211 5
1221181 13013 5
47359 13102 5
500810 110 5
1528304 1 5
500455 113 2
13710 13013202 2
353401 1301000 5
142379 1 5
905767 1 5
1649610 113 2
1297144 11231 2
954601 131003 2
193141 112323 2
1674222 1312 2
538584 131200 5
1191995 1123 5
831339 1301 5
1714454 1310202 9
1557911 1310 2
361311 130311 9
1806774 1310 2
293417 11 6
916807 13100 2
1415010 1303 5
1644328 131220 5
776231 13 1
229599 13 1
672235 13 1
216670 1121 5
738473 131002 2
457401 112 5
1201638 1 5
1379571 11213 6
413275 13 1
329620 1310 2
1556344 1 5
477023 112 5
1334464 130131 1
468142 1303310 6
440363 1 5
116978 131022 11
270565 1301 6
1133635 1312000 8
955347 11 6
1337476 1301102 6
666255 13033 5
1009855 13013 2
141038 1301133 2
870480 13120 7
1483679 11231 2
921304 11233111 7
539909 131002 2
1006189 11 6
1155751 1 5
1615831 1 5
1772117 112112 5
1716179 13102 6
693576 113220 9
1772764 13 1
1748659 13 1
569887 1300 5
550916 131003 2
744670 1123 2
1492468 1132200 11
700091 13120 1
329611 130131 5
965663 13033 1
204197 1303031 6
1370896 11322 6
193057 1310201 5
316823 1310 2
191194 131200 7
1354307 131 2
325269 131023 5
1595221 11211 1
963870 1 5
56790 13 1
290757 1301 5
1630849 1 5
1218450 1303 1
1649402 13031 5
1526027 13030 6
1645689 13 1
602100 13 1
1020259 1310 2
1139111 112 5
332632 11 6
826429 1121102 1
1172379 131021 5
1316780 131022 9
498712 11231 5
1658630 1312 2
495120 1310 2
904259 1121320 2
1233941 131 2
1724984 1121 2
992557 113 2
128772 13100 6
81680 13 1
791420 13100 8
1712189 13120 1
362820 131020 5
408482 11033 2
1591259 112 5
812092 112133 2
1050173 1 5
1525440 13120 8
347365 13010 5
39629 1123123 2
986954 112331 5
567854 131002 9
1268932 11213 2
1358609 1312030 7
1347758 132110 5
165148 13011 5
1203881 13013 2
1389978 131000 2
1651986 112313 5
1643538 1 5
815760 1310202 6
31502 1310 2
625135 113222 6
929429 1 5
133862 130313 7
1318435 130 8
1038601 11231013 5
584419 13011 1
1536695 11 6
201683 11211 2
1321750 11 6
605939 1 5
1695969 131003210 5
331013 1301 5
1293467 112331 2
1522393 13031 1
81637 130102 2
903384 131220 2
171845 1310 2
1591854 1310 2
1019779 1301 5
819638 131203 6
325780 1301 6
1625888 1303111 5
1449891 11233 1
1626673 13120 8
1242684 1121 5
1260292 13013 5
1511738 112 5
361142 130121 5
1645727 112311 1
1171827 113202 8
819816 11231 2
359674 13102 1
40231 13011 5
5203 13 5
912768 130331 5
1597429 130 5
903912 1123 5
546691 13011310 9
77195 13 1
154420 1301112 2
558622 13120303 9
1677233 113022 6
37392 1301 5
180075 113220 6
990416 1301 6
1682929 1132 9
1734481 112310 5
14420 1121 5
779932 11210 5
376117 11231 2
11250 13013 9
54497 131022 2
621814 130110 5
446990 1 5
163466 11300232 9
844219 13120 5
1027901 1121 5
889469 1301 5
420294 11233 5
563916 130130 5
993168 11233 6
513454 11211 6
1414537 13013 2
1752541 130033 5
853785 1 5
1650292 13302 2
814632 1 5
1755108 131220 2
1594151 1301321 1
546095 1123232 5
1317577 13013001 7
1219901 13031 9
421294 11 6
1606930 1123303 5
1588020 13012 2
713831 1121 5
1528110 1133 2
254849 11 2
873745 1121 1
626751 1312002 9
87143 112133 2
1348629 13 1
307225 130130 2
601363 1132 2
1378580 1303 5
443579 1301 5
802025 130132 1
687454 112110 10
1268391 11 6
156373 1310 2
490649 130132 2
72724 1310 2
1798330 1303 5
1455584 1 5
1735220 112333 2
503042 1301 6
1177606 11213 2
144174 13012 5
1612646 1121 10
181081 130130 5
71446 112313 5
821494 13 1
1587712 13011 5
1176706 11320 2
1509651 1123 5
1029467 1321103 5
498503 1123 5
458841 11 6
381592 131020 5
281786 11231 2
126384 1310202 5
145751 131023 5
1265789 13120302 10
671911 1310212 8
1091875 1121 5
1237249 1312020 6
1438795 1 5
947533 1301030 5
686179 1121 6
628469 1301 5
513835 1301112 7
742749 131203 6
727048 13010 5
1680076 11031002 9
1734359 113000 9
641800 11211 5
554619 11231 6
1648853 11 6
1756716 1132 6
1403101 11320 2
153593 113002 2
31239 1310 2
559503 13013 5
701755 131200 5
954915 1123 10
317083 13102 2
536350 13 1
1558417 11233 1
447811 11233 10
502874 13 1
107192 1 5
1527652 1310203 10
326637 112123 5
549294 11 6
1445547 1301310 11
1120487 1121 5
25385 11213 5
1215403 1132 6
1100258 112310 8
265046 112133 11
1181964 131023 11
1304440 1310 2
1049347 112333 2
1576549 112 5
1236189 1310 2
1318097 13010 2
950200 13121 2
1203059 13031 7
921773 131021 5
864470 13102 5
91476 1310002 5
1115134 130131 9
1221418 1310203 2
1613247 1301 1
1079923 130130 10
467624 1310222 7
1201295 130 5
987026 11322 6
343628 11320 5
894222 11322 2
47849 13120 1
1595625 1301 8
1369339 1312001 6
996186 1 5
266230 11233 5
1062361 13 1
959379 130 5
963420 1312001 6
758273 1121 6
553906 1312032 6
347622 130112 6
347419 13120 1
1611190 11231 1
1432403 1301 6
1771710 1121 5
1450587 13010 5
1361785 13031 9
153849 131200 2
5219 1301 2
465467 1303130 7
1585928 112131 2
84848 11033 2
831636 13 1
90160 112312 5
1786433 1310 2
1494567 130101 9
926390 1 5
1707992 131020 7
1310607 112 6
1633221 1303112 3
1206854 11233 5
1400995 131220 5
506976 11233 1
1459662 1132 2
626495 1312003 9
948486 112 5
1458222 1121102 10
1221656 1121231 9
1749448 13102 2
133643 13031 10
1529472 11322220 9
260772 1310 2
754762 1301100 2
1026837 113 6
695622 1123133 5
1559939 1301113 8
614014 13031 5
774092 113 2
352912 130111 2
60523 11 2
609764 13011 6
602793 11210 8
1401684 1312 2
1408542 13031 5
1734145 1 5
276607 131200 5
377168 131023 5
1011809 112310 6
39536 1123 5
482706 13013 2
691965 11231 5
1009557 1 5
337598 13120 5
183579 1312020 6
161259 112331 5
747833 1312032 5
1127590 13122 2
1620974 11233 5
559276 130130 6
52142 112321 2
735575 1303131 5
1791261 1 5
1680034 1122 5
839970 11211 2
1257860 131030 1
597389 1123 5
1598519 1301 1
650801 131021 2
840804 13102 5
948743 1 5
374064 112311 6
1006519 112113 2
150222 1301 6
1066995 1301 5
1553818 1310 2
1679282 112330 6
722206 130310 9
648460 1310232 5
1753319 130110 5
633922 11211 2
1655618 112 5
193405 11 2
1191671 11233 8
754902 112312 5
1413528 131203 2
104153 113003 2
4943 11 6
1338439 1121 5
1493353 13 1
471572 13102 2
1042311 13011 5
1683872 113 2
1675755 131 2
1126834 13120 5
1706043 13011 2
713057 112321 1
309822 1121 2
963381 110323 11
1459057 13120 2
281747 13122 1
739762 130130 8
800030 112 5
1346196 131022 6
1571561 13 1
730889 1312 2
482161 11233 5
1641768 130132 2
724911 13122 2
1595342 13 2
294101 113220 2
382149 130 5
1300835 130102 7
1494739 112301312 2
586574 1301 5
689882 113221 9
1308993 1121 5
1516743 11 6
494938 13102 6
319178 1310 2
1669069 1 5
553912 130132 2
1440182 131020 5
838137 13 1
508038 1310 8
1436441 1 5
981975 1301322 9
1696703 131020 2
1047410 11322 2
849226 11322 2
1683061 1 5
57822 13 1
330324 130130 2
1807855 130303 1
786807 1123 5
288367 130 5
1328182 1123 2
1146869 1312020 6
1209716 1121100 6
837348 1123 6
145477 13011 5
357758 11 6
346726 11231 5
84487 11213 5
1293101 1301 5
1609810 113 2
494549 113 2
813749 1330 2
924534 1312032 5
1413046 13031 6
831958 1303 5
27595 11213 2
692085 130311 2
1366342 13102 2
1431204 1301310 10
697354 13013 2
560733 1301 5
940026 13 1
217453 1301 1
139797 13120 5
392977 11213 2
318128 1312 2
945971 13120 8
395895 1301103 5
546492 1123112 1
1733971 112 4
527773 1303 5
162394 130103 7
1242690 11323 2
609254 1301330 8
195644 1301 1
900312 112 5
62984 13013 2
491638 13010313 6
1203290 1 5
125343 112333 9
602487 112313 8
744339 131200 7
281017 13102 2
1021933 1312 2
1120210 130311 2
670957 1 5
476559 112 5
1064461 1301030 6
783572 1310 2
455129 1310 2
710184 13 1
1647127 1123311 2
52776 1303112 10
837044 131202 5
939045 1123 1
77765 13 1
508017 1301 10
924630 112132 8
21290 11232220 11
735633 11231 5
928308 11210 2
1321583 11233 5
273407 1 5
1546585 130 5
228931 1312002 1
883005 131010 3
1778346 13102 1
754763 11233213 8
1363253 131 2
175061 1 5
1157495 13102 5
1782373 1132001 2
1660063 1 5
771041 13100 2
1273104 131203 10
64803 1312032 5
1575107 131020 5
500006 112130 9
111442 112303 5
1252440 131 2
1139847 1123 5
1517439 13120023 7
413067 1 5
1412854 130101 9
601775 1310 2
403060 112332 2
1514953 1301 1
1056704 1121 10
222556 13011 5
1012431 11233 7
1505485 1312002 9
349593 112132 5
469837 112 5
507903 13 1
1340847 131020 5
709515 13013 5
87179 1123 5
353782 1 5
300524 130111 11
149098 1301123 1
280761 1301 5
1778404 1123 7
1097035 13120 2
483899 131 2
1115836 13031330 7
396171 1312 2
980782 131222 1
1736266 1303303 5
631399 1303 5
1654466 131 2
422642 11322 7
1689062 13102 9
156361 1301313 11
181850 13012 2
84044 13011 1
682968 1123233 2
1495180 131023 2
1009377 1121 5
1636767 13122 1
114606 11210133 3
503232 13120202 6
1016746 130 5
321267 1301013 7
1801663 1123 6
26672 130111 5
1346296 1310 2
391341 13100 2
899199 1301 6
635786 112331 2
1641231 1301 5
904310 130101 2
1203517 11 2
22404 131032 5
1765743 13013 5
752443 13100 2
178811 131 2
699791 112330 2
1286203 11230 5
1706570 13013 2
196484 1301 8
1485314 11 6
406970 113 2
1471420 1303 5
941691 130123 5
186033 13011 2
180086 131021 2
1105437 112323 9
1246408 13031 5
348389 1123 5
275360 1 5
1146864 11233232 11
256844 13102 5
1564394 13 1
685302 13 1
1538979 11 6
1535833 1123 5
342940 13010 2
823809 13 1
1074775 113201 2
1719085 13122 1
922937 131203 8
9200 13011 1
1614373 130 5
1650086 131 2
782716 131000 2
34309 13032 9
250668 1123 2
811691 13120 5
704940 113222 2
1175027 13012 5
1369648 13011 6
638251 130303 1
1758990 11210 5
359050 13033 1
154343 1301 5
1614781 11 2
1459034 11032 5
1128374 11 6
453219 112122 5
1738593 11233 5
701781 1123330 8
97784 112 5
1800854 11231 2
1199968 1301 1
1418559 112321 2
310439 13033202 5
185476 13120 5
1602382 13011 5
1080213 1310 2
1552398 1 5
1457467 130 5
73836 1301 2
1448715 1121 5
722407 1132 2
1652700 13 1
19995 131200 5
1611105 130131 2
807472 1301323 1
459296 1123 5
626780 112323 8
710513 1 5
1305697 112300 5
912566 1 5
650874 1 5
126525 13102 5
176648 11 2
1338799 1301300 11
562428 1312201 8
1681685 1310 5
1080582 1312020 5
1417701 13102 5
685582 113020 5
1094988 112333 8
